Token,FinalTokenMap
ISCEV,ISCEV
OCUL,LEFT
INDOCY,INDOCYANINE
CURVATURE,CURVATURE
KERATOMETRY,KERATOMETRY
PUPILLARY,PUPILLARY
FOVEAL,FOVEAL
HYPOPIG,HYPOPIGMENTATION
RPE,RETINAL PIGMENT EPITHELIUM
PACHYMETRY,PACHYMETRY
LOGINVPCT,LEFT
PELLI,ROBSON
ROBSON,EYE
CYCLO,EYE
OBJ,W
REFRACTION,CYCLOPLEGIA
FISS,PALPEBRAL
SLIT,SLIT
LAMP,LAMP
OPAC,OPACITY
STU,STUDY
LIDS,EYELID
TRANSILLUMINATION,TRANSILLUMINATION
LOGLENRTO,CORRECTED
UNCORR,UNCORRECTED
SNELLEN,EYE
VEP,VEP
FLARE,FLARE
SINOTUB,SINOTUBULAR
EOA,VALVE
DISPLACE,PEAK
BIPLANE,SYSTOLIC
SEGMENTATION,VOLUME
EPICARD,EPICARDIAL
HTEXP2,M
ELLIP,US
DYSSYNCHRONY,VENTRICULAR
PSAX,TRACT
GLYCYL, GLYCYL
GLUTAMYL, GLUTAMYLPHENYLALANINE
GALACTOSAMINE,GALACTOSAMINE
STEREOPSIS,STEREOPSIS
RANDOT,RANDOT
TITMUS,TITMUS
PRENAT,FOR
AMISULPRIDE, AMISULPRIDE
SCD27,SOLUBLE
MLCL, MONOLYSOCARDIOLIPIN
HYL, GALACTOSYLHYDROXYLYSINE
NORCHOLESTANEHEXOL, 27
TETROL,ALPHA
CHOLES,BETA
PENT,12
ALCOHOLS,ALCOHOLS
PTERIDINE,HYDROXYPTERIDINE
PTERINS,PTERINS
SAH,ADENOSYLMETHIONINE
XANTHOPTERIN,XANTHOPTERIN
FXA,DEPLETED
INFANTUM,INFANTUM
HYOP,HYOPNEUMONIAE
NMDAR,NMDAR
RCA,RIGHT CORONARY ARTERY
D1A,ADDITIONAL
D2A,ADDITIONAL
EXPAN,EXPANSION
ELIM,ELIMINATION
REGULARITY,MOVEMENT
QUAD,SOUNDS
PASSING,PASSING
FLATUS,FLATUS
MURMUR,MURMUR
PITCH,PITCH
TIMING,TIMING
RADIATING,RADIATING
CONSCIOUSNESS,CONSCIOUSNESS
ASSESSESSMENT,TEMPORAL
AROUSAL,AROUSAL
OCULOCEPHALIC, OCULOCEPHALIC
PARESTHESIA, PARESTHESIA
VOIDING, VOIDING
NONPHARM,NONPHARMACOLOGIC
AUSC,AUSCULTATION
EPEC,ESCHERICHIA
EAE,COLI
EAEC,ESCHERICHIA
AATA,PLASMID
LTA,COLI
ST1A,ENTEROTOXIGENIC
ST1B,LTA
REGB,GENOME
REGC,B
ANOGN,3
GLYCO,AUREUS
ADENO,ADENOVIRUS
NORO,NOROVIRUS
ROTA,ROTAVIRUS
RAP,IMMUNOASSAY
UNIFICATION,UNIFICATION
ACCOMMODATION, SPECIAL
CONTAGION,CONTAGION
MEETS,MEETS
CAMPBELL,ABDOMINAL
HADLOCK91,BODY
1977,CIRCUMFERENCE
ITPASE,INOSINE
BIOACTIVE,BIOACTIVE
COMPOUND,COMPOUND
SNACK,ANDOR
BEER,BEER
SERV,SERVINGS
SERVINGS,SERVINGS
PLNT,PLANT
STANOL,STANOL
ENGCNC,FORMULA
ATTMPTS,ATTEMPTS
SNACKS,SNACKS
CLIP,FOR
POSTOP,USED
BARATII,BARATII
BONT,F
UROFLOW,FLOW
URINEFLOW,MEAN
UROFLOWMETRY, UROFLOWMETRY
LESION,LESION
PREOP,PREOPERATIVE
AGREEMENT,AGREEMENT
DTTMRNG,INCUBATION
ONT,ONTOLOGY
HEXON,HEXON
UTR,5
HOLMESII,HOLMESII
FUMC,FUMC
BRONC,BRONCHISEPTICA
GIDA,GIDA
DESACETYLRIFAMPICIN,DESACETYLRIFAMPICIN
14OH,14
CLARITHROMYCIN, 14
SBMTE,1
3BDM,3
4BDM,1
SULFONE,SULFONE
BEDAQUILINE,BEDAQUILINE
NORDISOPYRAMIDE,NORDISOPYRAMIDE
MONODESMETHYL,MONODESMETHYL
TETRAMINE, TETRAMETHYLENEDISULFOTETRAMINE
ROMANOWSKY,SEMEN
DIATOMACEOUS,TIME
EARTH,ACT
HNPAA,4
NEUROPHYS,NEUROPHYSIOLOGY
VP6,A
RFBE,O157
ELTA,COLI
ESTB,ENTEROTOXIGENIC
INVA,INVA
CTXA,CTXA
COWP,OOCYST
HISTOLYTICA,HISTOLYTICA
18S,18S
JEJ,JEJUNI
TCDA,A
PROVIR,1
CVAA,2
FSHR,FSHR
GAM,GAMMA
DELT,DELTA
NAIVE,NAIVE
LIQUEFACT, ESTIMATED
CORON,CORONARY
BNK,BANKING
CPRA,CALCULATED
RECONCILIATION,RECONCILIATION
ZIKA,ZIKA
TOXN,TOXINS
PEPSINA,PEPSIN
PEPSINOGENA,A
ABNL,ABNORMALITY
MSK,MUSCULOSKELETAL
TORSION,TORSION
STEROL,STEROL
COORD,COORDINATES
BIFUR,BIFURCATED
FRACTI,FRACTIONAL
METHOTREXATE,METHOTREXATE
FRATAXIN, FRATAXIN
PHYH,PHYTANOYL
CARDIOGENIC,CARDIOGENIC
SHOCK,SHOCK
THROMBUS,THROMBUS
IVUS,INTRAVASCULAR
FFR,FRACTIONAL FLOW RESERVE
IABP,INTRA
TIMI,TIMI
DEVICES,DEVICE
COMPLEX,COMPLEX
EICOSAPENTAENOATE,EICOSAPENTAENOATE
LINOATE,LINOATE
INSOL,FIBER
B9,B9
KUNJIN,NILE
BORG,BORGPETERSENII
ARBOREA,SV
WEILII,WEILII
TOPAZ,SEROVAR
MVEV,MURRAY
AGGREGATED, SPERMATOZOA
PTPN22,PTPN22
1858C,C
NSP1,VIRUS
NDLE,FOR
SPE,VIEWS
LESSER,CURVATURE
SEROSAL,SEROSAL
LAUREN,LAUREN
INVOLVMNT,INVOLVEMENT
REGIONAL,REGIONAL
UREIDOPROPIONASE, BETA
MICRONUTRIENT,MICRONUTRIENT
INACT,CODE
CRYO,CRYOGLOBULIN
COMMUN,COMMUNICATION
REFERRING,REFERRING
SUPERSATURATION,SUPERSATURATION
SUBTYPES,TYPES
ENCD,ENHANCED
CDP1,RECOMMENDED
HL7,HL7
DEFAULT,DEFAULT
SIMPLE,DISCRETE
DBSNP,DBSNP
COSMIC, COSMIC
CIGAR, CIGAR
VAF,VARIANT ALLELIC FREQUENCY
HGVS,HGVS
STRUCT, STRUCTURAL
REP,STRUCTURAL
PRECISION,BOUNDARIES
OID,CODING
GENOM, OTHER
ARRCGH,VARIANT
OUTER,STRUCTURAL
EURAS,A
CRYOGLOBULIN,CRYOGLOBULIN
LACTASE,LACTASE
GPP,PATIENT
UPON,GOALS
NOTARY,NOTARY
COMMISSION,COMMISSION
SEAL,SEAL
TWIST,MAXIMUM
UNTWIST,MAXIMUM
GATA1,GATA1
PFT,PULMONARY FUNCTION TEST
SPIRO,SPIROMETRY
RHINO,LEAK
OTO,WITH
TAGGED,REGION
18F,SEROTYPE
NAF,W
FDG,BODY
INFLAM,REGION
FLORBETAPIR,FLORBETAPIR
SIM,BODY
CAPR,CAPROMAB
EXER,W
SING,WALL
SARCOIDOSIS,HEART
GAT,GATED
AMYLOIDOSIS,BRAIN
DOSIMETRY,FOR
IBRIT,IBRITUMOMAB
TIUX,TIUXETAN
223,223
THYR,BODY
DIUR,KIDNEY
CHOLECYSTOKINET,W
SIR,SIR
SPHERES,SPHERES
THERASPHERES,THERASPHERES
HEMANGIOMA,LIVER
HYDROXYAPATITE,HYDROXYAPATITE
ENGDIFF,24
PG5,PENTAGLUTAMATE
PG4,TETRAGLUTAMATE
PG3,TRIGLUTAMATE
PG2,DIGLUTAMATE
PG1,MONOGLUTAMATE
CORRELATION,METER
SUKHAREV,BLOOD
BOTC,BOTULINUM
BOTD,BOTULINUM
BOTE,BOTULINUM
BOTF,BOTULINUM
BOTG,BOTULINUM
DRK1,DRK1
CAPS,CAPSULATUM
GAPDH,GAPDH
BAC,BACTERIA
SPAO,SPAO
SUSPECT,SUSPECTED
DIAPER,DIAPER
PERINEAL,PERINEAL
HYDR,HYDRATION
MEASURES,MEASURES
VERIF,VERIFICATION
MARKED,MARKED
LONGBEACHAE,LONGBEACHAE
BAT25,MARKER
BAT26,MARKER
NR21,MARKER
NR24,MARKER
MONO27,MARKER
D2S123,MARKER
D5S346,MARKER
D17S250,MARKER
DISSECTION,DISSECTION
FOUND,EXHIBITING
STUD,INSTABILITY
SUBMITTERS,SUBMITTERS
17P13,REGION
6Q22,REGION
YP11,XP22
13Q14,CHROMOSOME
14Q32,14Q32
1Q21,REGION
ACD3,PROLIFERATION
ACD28,PROLIFERATION
INTRON,GENE
DOCOSATRIENOATE,DOCOSATRIENOATE
EICOSATRIENOATE,EICOSATRIENOATE
UREIDOPROPIONATE, UREIDOPROPIONATE
CCL17,CHEMOKINE
RJUG,RECOMBINANT
PDL,17
TPP1,PROTEIN
F11,F11
HSD17B4,HSD17B4
CTNS,CTNS
OPA3,OPA3
CLN5,CLN5
ASS1,ASS1
RMRP,RMRP
BBS10,BBS10
SACS,SACS
SLC12A6,SLC12A6
MAN2B1,MAN2B1
HGD,HGD
CNGB3,CNGB3
SLC37A4,SLC37A4
SDHA,SDHA
LAMB3,LAMB3
SLC26A2,SLC26A2
ALDH3A2,ALDH3A2
SLC17A5,SLC17A5
PEX7,PEX7
CTSK,CTSK
GRHPR,GRHPR
PEX1,PEX1
CLN8,CLN8
POMGNT1,POMGNT1
MLC1,MLC1
BCKDHB,BCKDHB
IVD,IVD
PALB2,PALB2
P36;Q14,P36
Q36;Q14,PAX7
11P15,REGION
7Q11,REGION
GRN,GRN
KCNH2,KCNH2
MYBPC3,MYBPC3
MYH7,MYH7
XP22,CHROMOSOME
SLC12A3,SLC12A3
SPG11,SPG11
TNNT2,TNNT2
TNNT3,TNNT3
CCTG,GENE
REEP1,REEP1
ATTENUATION,TRANSIENT
MACRONUTR,MACRONUTRIENT
MUFA,MONOUNSATURATED
CTNN,COMPOSITE
MCT,MEDIUM CHAIN TRIGLYCERIDE
NONESSENT,ACID
MINERAL,MINERAL
ELEMENT,TRACE
MULTIVIT,MULTIVITAMIN
PUB,PUBLIC
AOE,ASK
SUGG,SUGGESTION
PHARMG,PHARMACOGENOMICS
35DELG,C
R1441G,ARG1441GLY
G2019S,TARGETED
MYD88,MYD88
L265P,GENE
ENC,ENCEPHALITIS
GATTII,GATTII
NEOFOR,NEOFORMANS
AU,AU
UPSA,UPSALIENSIS
BONG,BONGORI
VUL,VULNIFICUS
ASTRO,ASTROVIRUS
SAPO,SAPOVIRUS
HIBADH,3
HIBYL,3
MGC,METHYLGLUTACONYL
ALKYL, ALKYL
AMACR,ALPHA
RPI,RIBOSE
16P13,REGION
8Q23,REGION
TEL,REGION
1Q25,1P36
HETEROCHROM,HETEROCHROMATIN
12TS,CHROMOSOME
11P22,12
RMR,RMR
ESTIM,USED
AEROBIC,AEROBIC
STRENGTHENING,STRENGTHENING
GUIDELINES,RECOMMENDED
BTW,BETWEEN
TRANSP,TRANSPLANT
IL17A,INTERLEUKIN
REMS,INSERT
HEADER,REMS
ELMNTS,REMS
ASSURE,ELEMENTS
IMPLEMENT,REMS
TIMETAB,REMS
SUBM,TIMETABLE
MIDWIFE,MIDWIFE
REI,REPRODUCTIVE ENDOCRINOLOGY INFERTILITY
DEIOD,DEIODINASE
SPINA,CALCULATED
ELBASVIR,ELBASVIR
LEDIPASVIR,LEDIPASVIR
OMBITASVIR,OMBITASVIR
DACLATASVIR,DACLATASVIR
NS5A,GENOTYPE
NS5B,GENOTYPE
SOFOSBUVIR,SOFOSBUVIR
AVIAN,AVIUM
HMGCR,3
KS, KS
MDA5, MDA5
MJ, MJ
SAE1,SUMO
SAE2,SUMO
TIF1, TIF1
TITIN, TITIN
ZO, ZO
09,B
UPRES,PANDEMIC
MOSQUITOES,MOSQUITO
RITUXIMAB,RITUXIMAB
EDOXABAN,EDOXABAN
ETANERCEPT,ETANERCEPT
GAR,GARINII
AFZ,AFZELII
OPPA1,OPPA1
MAYONII,MAYONII
MIYAMOTOI,MIYAMOTOI
GLPQ,GLPQ
PHOTOMETRIC,PHOTOMETRIC
TRBV30,TRBV30
TRBV,SEGMENTS
TRBV29,TRBV29
TRBV28,TRBV28
TRBV27,TRBV27
TRBV25,TRBV25
TRBV24,TRBV24
TRBV20,TRBV20
TRBV19,TRBV19
TRBV18,TRBV18
TRBV16,TRBV16
TRBV15,TRBV15
TRBV14,TRBV14
TRBV13,TRBV13
TRBV12,TRBV12
TRBV11,TRBV11
TRBV10,TRBV10
TRBV9,TRBV9
TRBV7,TRBV7
TRBV6,TRBV6
TRBV5,TRBV5
TRBV4,TRBV4
TRBV3,TRBV3
TRBV2,TRBV2
NBN,NBN
LAMC2,LAMC2
LAMA3,LAMA3
VELPATASVIR,VELPATASVIR
PARITAPREVIR,PARITAPREVIR
SIMEPREVIR,SIMEPREVIR
GRAZOPREVIR,GRAZOPREVIR
GENTYPE,C
RAF1,RAF1
CETUXIMAB,CETUXIMAB
30A,30A
MIX32,MIX
MIX75,MIX
MIX76,MIX
MIX77,MIX
MAHI,MAHI
MIX31,MIX
MIX25B,MIX
SCATTER,LIGHT
PAINT,PAINTING
CHUM,CHUM
INTOLERANCE,INTOLERANCE
CRITICALITY,CRITICALITY
TMSTPRANGE,CLINICAL
TES,TIME
PFR,PEAK FILLING RATE
TPFR,TIME
BANDWIDTH,BANDWIDTH
MDTES,MAXIMUM
DTES,DIFFERENCE
SDTES,STANDARD
SSS,SUMMED STRESS SCORE
SRS,SUMMED REST SCORE
SDS,SUMMED DIFFERENCE SCORE
04,SERVICE
WASHOUT,WASHOUT
SUMMED,SUMMED
07,SERVICE
08,SERVICE
CYTOTOX,KILLER
INTRAVENOUS, INTRAVENOUS
EMULSION,INTRAVENOUS
BENZOYLECGON,BENZOYLECGONINE
COCAETHYL,COCAETHYLENE
GLYCA,GLYCA
AMPAR,AMPAR1
AMPAR1,AMPAR1
CAM,CALCIUM
DRD2L,DOPAMINE
DRD1,DOPAMINE
LYSO,LYSOGANGLIOSIDE
PANDAS,PEDIATRIC
BABESIOSIS,BABESIOSIS
CNTY,COUNTY
GEO,WHERE
IMMUNODEF,IMMUNODEFICIENCY
SPLENECTOMY,DATE
IDENT,IDENTIFIED
WKS,WEEKS
TRAV,COUNTRY
TOB,TOBACCO
QUAN,QUANTITY
REFILLS,REFILLS
ENROLL,ENROLLMENT
PARTIC,REMS
FLAB,FLAB
ITEM,ITEM
INVITE,INVITATION
SPATIAL,SPATIAL
PDONE,PRENANEDIOLONE
TRIOH,BETA
PREGNANEDIOLONE,PREGNANEDIOLONE
ANWJ,ANWJ
BRALLOBARBITAL,BRALLOBARBITAL
NORESCITALOPRAM,NORESCITALOPRAM
MAOA,MAOA
UVNTR,GENE
NUCL,NUCLEAR
SAP,SAP
XIAP,XIAP
2017,2017
VACCN,SET
CANNABIDIOL,CANNABIDIOL
DPPX,DIPEPTIDYL
GABABR,GABABR
LGI1,LEUCINE
CASPR2,CONTACTIN
AMPAR2,AMPAR2
DFS70,DENSE
RECOVERIN,RECOVERIN
IMMERSION,ESTIMATED
CLINVAR,CLINVAR
HAPLOTYPE,HAPLOTYPE
DEFINITION,DEFINITION
CONE,2M
BABYGRAM,VIEW
SPN,STREPTOCOCCUS
CIRCUMSTANCE,CIRCUMSTANCES
22C3,CLONE
SP142,CLONE
NUCLEOPROT,NUCLEOPROTEIN
VCF,KRAS
LYING,PRESSURE
MPB64,IMMUNOGENIC
PEGBOARD,9
NIH,TEST
50S,TO
FOAM,SECONDS
TND,SECONDS
SWAY,POSTURAL
MARKS,FOOT
INCHES,REMAINDER
DYNAMOMETER,DYNAMOMETER
SELFCARE,SELF
BATHING,BATHING
TOILETING,TOILETING
AXIL,AXILLARY
PEL,PELVIS
ORB,CT
EXCH,TUBE
INTOX,WHILE
ANONYM,WITH
SYPH,SYPHILIS
PHENO,PHENOTYPE
RECTAL,RECTAL
CYCLES,NEBULIZATION
ELAPSED,TIME
ELAPS,TIME
LEAN,LEAN
CLOTHING,CLOTHING
FELLOW,FELLOW
TRNSPLT,TRANSPLANT
CAND,CANDIDATE
ENDOCRIN,ENDOCRINOLOGY
GRAVITY,GRAVITY
PALLTV,PALLIATIVE
ASC,ASCENDING
INTERDISCIPLINARY,REHABILITATION
SCIM,SPINAL
INTERN,INTERN
HGT,HEIGHT
PSYCHOLOGY,PSYCHOLOGY
DPAP,PULMONARY
RESPITE,RESPITE
OUTREACH,OUTREACH
INTERDISC,INTERDISCIPLINARY
SLP,SPEECH LANGUAGE PATHOLOGY
PRG,PROGRAM
TELEHLTH,TELEHEALTH
DNR,DO NOT RESUSCITATE
INTERDISPL,INTERDISCIPLINARY
HEPATOLOGY,HEPATOLOGY
INTERDISP,HEALTH
CHGD,CHANGED
LEAST,LEAST
PASTOR,PASTORAL
NATIONAL,TEST
DCCS,DIMENSIONAL
FLANKER,FLANKER
SORTING,SORTING
PVT,PICTURE VOCABULARY TEST
PRONOUNCE,CAN
POTABLE,PRONOUNCE
BALLISTICS,PRONOUNCE
NIHILISM,PRONOUNCE
ABATE,PRONOUNCE
ABSTEMIOUSLY,PRONOUNCE
ABYSM,PRONOUNCE
AMICABILITY,PRONOUNCE
BEAU,PRONOUNCE
BEGUILE,PRONOUNCE
BELIE,PRONOUNCE
BELLIGERENT,PRONOUNCE
BET,PRONOUNCE
BISCUIT,PRONOUNCE
BOX,PRONOUNCE
BROBDINGNAGIAN,PRONOUNCE
BUCOLIC,PRONOUNCE
BUREAU,PRONOUNCE
CUCURBITACEOUS,PRONOUNCE
DEBAUCHERY,PRONOUNCE
DISSOLUBILITY,PRONOUNCE
HYPERBOLE,PRONOUNCE
IMBROGLIO,PRONOUNCE
INCORRIGIBLE,PRONOUNCE
INDEBTED,PRONOUNCE
IRREVOCABILITY,PRONOUNCE
LIBEL,PRONOUNCE
LUGUBRIOUSNESS,PRONOUNCE
OBSEQUIOUS,PRONOUNCE
OSTENSIBLY,PRONOUNCE
SUBJUGATE,PRONOUNCE
TENEBROUS,PRONOUNCE
ADJUDICATE,PRONOUNCE
ANDROGYNOUS,PRONOUNCE
CREDULOUS,PRONOUNCE
DEFERENTIAL,PRONOUNCE
DELIQUESCENCE,PRONOUNCE
DEMUR,PRONOUNCE
DENY,PRONOUNCE
DIAMANTIFEROUS,PRONOUNCE
DILEMMA,PRONOUNCE
DOCTRINE,PRONOUNCE
DODECAHEDRAL,PRONOUNCE
DOLORIFIC,PRONOUNCE
DOTING,PRONOUNCE
DOWAGER,PRONOUNCE
EDICT,PRONOUNCE
IMPARIDIGITATE,PRONOUNCE
INNUENDO,PRONOUNCE
LAID,PRONOUNCE
PEDAGOGUE,PRONOUNCE
PLATITUDINOUS,PRONOUNCE
PREPONDERANCE,PRONOUNCE
PSEUDONYM,PRONOUNCE
RECRUDESCENCE,PRONOUNCE
REPUDIATE,PRONOUNCE
SEDATE,PRONOUNCE
SESQUIPEDALIAN,PRONOUNCE
STEVEDORE,PRONOUNCE
SYNECHDOCHISM,PRONOUNCE
VALEDICTORY,PRONOUNCE
VALETUDINARIAN,PRONOUNCE
VERISIMILITUDE,PRONOUNCE
VICISSITUDE,PRONOUNCE
AMPLIFY,PRONOUNCE
EFFETE,PRONOUNCE
EFFIGIAL,PRONOUNCE
FACETIOUS,PRONOUNCE
FASCIST,PRONOUNCE
FENESTRATION,PRONOUNCE
FLUX,PRONOUNCE
FOMENT,PRONOUNCE
FORISFAMILIATE,PRONOUNCE
FRINGILLACEOUS,PRONOUNCE
FUMIGANT,PRONOUNCE
PERFUNCTORILY,PRONOUNCE
SAXIFRAGACEOUS,PRONOUNCE
STIFLE,PRONOUNCE
SUFFRUTESCENT,PRONOUNCE
ACHROMATISM,PRONOUNCE
AESTHETIC,PRONOUNCE
ANACHRONISTIC,PRONOUNCE
APOCRYPHAL,PRONOUNCE
CHASSIS,PRONOUNCE
CHOREOGRAPHER,PRONOUNCE
CHORUS,PRONOUNCE
ECHELON,PRONOUNCE
GINGHAM,PRONOUNCE
HERETIC,PRONOUNCE
HEURISTIC,PRONOUNCE
HONE,PRONOUNCE
MISCHIEVOUS,PRONOUNCE
MYTH,PRONOUNCE
NONCHALANT,PRONOUNCE
PENCHANT,PRONOUNCE
PLETHORA,PRONOUNCE
STOCHASTIC,PRONOUNCE
SYNTHESIS,PRONOUNCE
THEIR,PRONOUNCE
THESE,PRONOUNCE
TOUGH,PRONOUNCE
VEHEMENT,PRONOUNCE
VEHICULAR,PRONOUNCE
WHELP,PRONOUNCE
WRITHE,PRONOUNCE
ACCREMENTITIAL,PRONOUNCE
ACOLYTE,PRONOUNCE
ALLOTMENT,PRONOUNCE
ANNUL,PRONOUNCE
ANOMALOUS,PRONOUNCE
APPELLATE,PRONOUNCE
CELLO,PRONOUNCE
CONVIVIALITY,PRONOUNCE
ECCLESIASTICAL,PRONOUNCE
ECLECTICISM,PRONOUNCE
ECSTATICALLY,PRONOUNCE
EMPIRICAL,PRONOUNCE
EPILOGUE,PRONOUNCE
ETYMOLOGICAL,PRONOUNCE
EXPOSTULATE,PRONOUNCE
GELASTIC,PRONOUNCE
INTERSTITIAL,PRONOUNCE
LIEUTENANT,PRONOUNCE
LOQUACIOUS,PRONOUNCE
LULL,PRONOUNCE
MAGNILOQUENTLY,PRONOUNCE
MALAPROPISM,PRONOUNCE
MALEVOLENCE,PRONOUNCE
MANILA,PRONOUNCE
OSCILLATING,PRONOUNCE
PALE,PRONOUNCE
PENULTIMATE,PRONOUNCE
RANUNCULACEOUS,PRONOUNCE
RECALCITRANT,PRONOUNCE
RECAPITULATORY,PRONOUNCE
RELIQUARY,PRONOUNCE
SCINTILLATING,PRONOUNCE
SUPERCILIOUS,PRONOUNCE
TITULAR,PRONOUNCE
TRESTLE,PRONOUNCE
VASSAL,PRONOUNCE
ANNUNCIATING,PRONOUNCE
ANTAGONIZING,PRONOUNCE
ASSUAGE,PRONOUNCE
CAMPAIGN,PRONOUNCE
EXAGGERATION,PRONOUNCE
EXCRUCIATING,PRONOUNCE
GERMANE,PRONOUNCE
REGENT,PRONOUNCE
REGIME,PRONOUNCE
SANGUINEOUS,PRONOUNCE
SERGEANT,PRONOUNCE
ZEITGEIST,PRONOUNCE
JOIST,PRONOUNCE
JUNCOUS,PRONOUNCE
KAYAK,PRONOUNCE
POKY,PRONOUNCE
APOPEMPTIC,PRONOUNCE
AUTOMATISM,PRONOUNCE
IMPERIOUSNESS,PRONOUNCE
IMPERSPICUITY,PRONOUNCE
IMPRIMATUR,PRONOUNCE
MEANT,PRONOUNCE
MERE,PRONOUNCE
MINION,PRONOUNCE
MUNITY,PRONOUNCE
MYSTIQUE,PRONOUNCE
PARSIMONIOUS,PRONOUNCE
SOME,PRONOUNCE
TEMERITY,PRONOUNCE
ACQUIESCENCE,PRONOUNCE
CIRCUITOUS,PRONOUNCE
ECCENTRICITIES,PRONOUNCE
ERSATZ,PRONOUNCE
INAUSPICIOUS,PRONOUNCE
INSINUATION,PRONOUNCE
INSOUCIANT,PRONOUNCE
ISSUANT,PRONOUNCE
PERNICIOUS,PRONOUNCE
PERSPICUITY,PRONOUNCE
PIOUS,PRONOUNCE
POSER,PRONOUNCE
RECONNAISSANCE,PRONOUNCE
RESIN,PRONOUNCE
SATIETY,PRONOUNCE
SINEW,PRONOUNCE
SUCCINCT,PRONOUNCE
SUITE,PRONOUNCE
SURREPTITIOUS,PRONOUNCE
TRANSPOSITION,PRONOUNCE
USURY,PRONOUNCE
VISCERA,PRONOUNCE
VISCOUS,PRONOUNCE
ANCIENT,PRONOUNCE
COERCIVE,PRONOUNCE
CRUX,PRONOUNCE
ENTREPRENEUR,PRONOUNCE
ENUNCIATE,PRONOUNCE
NUTATE,PRONOUNCE
OUR,PRONOUNCE
PICAYUNE,PRONOUNCE
POET,PRONOUNCE
PRECIPICE,PRONOUNCE
PURPORT,PRONOUNCE
QUIP,PRONOUNCE
QUIXOTIC,PRONOUNCE
RENOWN,PRONOUNCE
UTOPIAN,PRONOUNCE
CAPSID,VP6
MOG,MYELIN OLIGODENDROCYTE GLYCOPROTEIN
PERFORATION, TUMOR
OBSTRUCTION, OBSTRUCTION
SYNCHRONOUS,SYNCHRONOUS
METAST,METASTASES
RELECT,PERITONEAL
INVLMNT,MARGIN
NODULES,NODULES
INTRAMURAL,INTRAMURAL
INVAS,INVASION
EXTRAMURAL,EXTRAMURAL
NEOADJVT,NEOADJUVANT
META,LOCAL
VESICLES, SEMINAL
10MM,GREATER
EPE,EXTRAPROSTATIC
5Q31,CHROMOSOME
11Q22,CHROMOSOME
NMDAR1,NMDAR
SOMATOTROPIN,SOMATOTROPIN
CEFEP,TO
GLYC,AUREUS
VANC,RESISTANT
TEIC,BASED
AMPC,BETA
CEFO,BETA
CLOX,CEFOTETAN
MBL,MBL
MERO,MEROPENEM
CEFOT,TO
CEFTAZ,CEFTAZIDIME
CEFT,TO
IMI,IMIPENEM
IMPUTED,IMPUTED
DOD,FOR
D2B,DOOR
ANTICOAG,ANTICOAGULANT
HOMOGENEOUS,IGG
SPECK,IGG
NORMAP,NORMAPROTILINE
NORESCITALO,NORESCITALOPRAM
METHYLHIPPURATES,META
NTBC, NITISINONE
SECTOR,TYPE
TRSPLNT,TRANSPLANT
ACUPUNCTURE,ACUPUNCTURE
BOARD,BOARD
ALD,LINKED
INVADED,INVADED
CLOS,CLOSEST
UNINVOLV,SURGICAL
EXCISED,EXCISED
INTRATUM,INTRATUMORAL
MUCINOUS,MUCINOUS
AREAFR,COLORECTAL
ADHERENT,IS
PERITUM,PERITUMORAL
CARC,AROSE
AROSE,COLORECTAL
SIGNET,SIGNET
MES,INVOLVEMENT
BUDS,BUDS
INFER,INFERIOR
FOCI,FOCI
BLOCKS,TISSUE
UNIF,HER2
INTRADUCT,INTRADUCTAL
LCIS,LCIS
REVIEWED,REVIEWED
MACROMETS,NODES
MICROMETS,NODES
DERMAL,DERMAL
LVI,LYMPH VASCULAR INVASION
OBTAIN,TO
NEOADJ,RESPONSE
EXTRANODAL,EXTRANODAL
ISOL,WITH
OPTIONAL,ALL
INDEL,INDEL
BRON,BRONCHISEPTICA
IS481,IS481
MUSCARINIC,MUSCARINIC
M3,RECEPTOR
FMLP,FMLP
DHR,DHR
MFI,MEAN
PMA,PMA
ISAVUCONAZOLE,ISAVUCONAZOLE
OSMOLARITY,OSMOLARITY
ERAVACYCLINE,ERAVACYCLINE
LEFAMULIN,LEFAMULIN
VAB, MEROPENEM
EXAMPLE,IMAGING
ENTRIES,EXAMPLE
LOOP,LOOP
TRANSESOPHAGEAL,TRANSESOPHAGEAL
EXMPT,ESTABLISHMENT
ESTABT,BLOOD
CNO,CLOZAPINE N OXIDE
ANORECTLISLT,RESISTANCE
PRESUMPTIVE,RH
MOLGEN,ORAL
BARIATRIC,BARIATRIC
ADOLSNT,ADOLESCENT
UNDERSEA,UNDERSEA
HYPERBARIC,HYPERBARIC
FLUDV,INFLUENZA
PHYLO,GENE
GENOME,GENOME
TCID50,A
HYOSYN,HYOSYNOVIAE
HYORHINIS,HYORHINIS
INGEL,INGELVAC
MLV,MLV
EURO,EUROPEAN
FLOCC,FLOCCULARE
INTRACEL,INTRACELLULARE
AEROSPACE,AEROSPACE
HD,LOCATION
HOSPICE,HOSPICE
RRT,RENAL REPLACEMENT THERAPY
NKDEP,GOALS
FAIL,FAILURE
KFRE,RISK
SODC,SODC
60D,NEW
SEROLOGIC,SEROLOGIC
INFLUEN,INFLUENZAE
ACS,ACS
BEX,BEX
ECS,ECS
DCS,DCS
BCS,BCS
P146,P146
TRACHOMATIS,TRACHOMATIS
GONORRHOEAE,GONORRHOEAE
LYTA,LYTA
DOCUMENATION,DOCUMENTATION
SEROLOGICALLY,DISEASE
